,title,body,rating,product
1196,Good,Best,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1197,Nice,This is comfortable but button is so much tight ...No enough airspace,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1198,Good for daily use..,Good for daily use..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1199,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1200,Best wired product.,Very nice product with high response,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1201,Bad,So hard to click left and write both,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
1202,Very good buy,"Easy to use, same as shown in picture.Very good buy.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1203,Nice,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1204,Good product,Good product value for money,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1205,Dell Product,Good Quality Product by Dell,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1206,Good mouse,Good mouse my cat enjoyed it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1207,nice products,The media could not be loaded.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1208,Simpley superb,"Easy to do work,very comfortableSimpley superb",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1209,Good Quality,"Good Quality, Nice Product..",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1210,Good one,Good one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1211,Very nice,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1212,good,good product. only problem it’s made in china.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1213,found as expected,good quality product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1214,Go for it,Great,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1215,Great product..,A great product to buy... Works good.. Different design that makes easy grip to hold And move.. Works good with tv too... Long cord that easy to connect..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1216,Value for money,It is good one. Using it for a month now,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1217,Ingeuine product,Pathetic ingeuine product.Didnt last 5 days,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1218,Very nice,Very good product!Thankyou very much!,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1219,Bad ergonomic,Ergonomic is very bad,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1220,Best mouse for work,I always use dell as it's best mouse for work,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1221,Worth to buy it.,Working really well for me. Slightly cheaper than market.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1222,Very good,Very good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1223,Dell is well,Good quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1224,Worth,Nice product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1225,Heavy Weight एक्सीलेंट,Good Quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1226,Good mouse,Good quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1227,Good product,Easy to hold,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1228,Dell Mouse,Nice product in given price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1229,Nice one,Nice mouse.fully satisfied.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1230,Quality of the mouse,A decent choice for a mouse,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1231,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1232,Four Stars,Good one working perfectly,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1233,"Lightweight, Ergonomic, Value for Money.",You cant a better mouse at this budget and of this quality than this one !,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1234,Best,Nice and clean,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1235,For everyday users!,"Not too good for gaming, bht value for money is still very good!",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1236,It arrived before time,Thank you so much..this product arrived before time.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1237,💗,Good one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1238,ठीकतक,ठीक ठाक काम करता है,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1239,Satisfactorily good.,Good.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1240,Nice,Cool,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1241,"Smooth touch , slim",Superb mouseSmooth click👍👍👍,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1242,not working,very poor product not working on first day,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1243,Don't be cheap buy Dell - reliability guaranteed.,"Every feature Dell promises, Dell delivers",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1244,Very broad and not suitable for lenthy work,Useful for only short period regular work.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1245,Dell Mouse name is enough,Name suggest all,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1246,Superr,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1247,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1248,Product is good,Product and service  is good  As usual from amazon,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1249,Good for wire useres,"Good quality, value for money",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1250,Thank You Amazon,Thank you so much.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1251,Perfect....,Perfect....,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1252,Awesome,Superb mouse at this price...Easy to hold and working very smoothly...👌🏻👌🏻,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1253,Awesome product,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1254,Mouseling,Small for manly hands.,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
1255,Handy,Good one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1256,Good one,Good packaging and very comfortable to use,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1257,Cool,Coool,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1258,Good product,Very Nice and handy product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1259,Nice pick,Nice pick,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1260,Very good,Very good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1261,nice product,its good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1262,Mouse,Medium quality and big size,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1263,value for money,nice products,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1264,Nice n useful,Value for money,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1265,"Five stars, go for it.","Affordable, no doubt go for it. Very good product,  after 4 months I'm giving review, working fine.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1266,Nice..,Tok tok sound comes while clicking,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1267,Value for money.,Very good product.Best quality in that price point.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1268,Nice for normal use,It is good quality for the price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1269,Waste,Purchased product. Worked only for onemonth. Pathetic product,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1270,Good and decent product for the price.,Good and decent product for the price.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1271,Good quality product,Good quality product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1272,Good Mouse,A very good mouse for office work for IT professionals.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1273,Good product,Good product for low cost price.MNC companies maximum using this mouse.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1274,GOOD,Excellent Product ..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1275,Great buy,Value for money!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1276,Not ergonomic for big hands. overall ok,Not ergonomic for big hands. overall ok,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1277,Cheap price and best quality,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1278,Excellent product,Excellent product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1279,Nice Product,Nice one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1280,Good package and item asper description,Good one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1281,Good product,Easy to hold and use.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1282,Light weight,"Good one and same day delivery,",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1283,Nice,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1284,Good one.,Nice product. Value for money. Reliable. Just go for it.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1285,Cheap & best,Cheap & best 👍,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1286,Awesome product & packing amazing,Awesome product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1287,Worst quality mouse from Dell,Completely useless mouse no accuracy no stability mouse pointer always shivering in screen...i have ordered 4pc all are same .......don't buy this model,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1288,Nice,Nice,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1289,Very good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1290,V good,V good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1291,Good Product,Fine Quality. Ergonomic. Precise. Good for Personal Use.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1292,Awesome,Excellent performance,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1293,"Compatible with my Dell laptop,","Nice products, Compatible with my Dell laptop",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1294,Not for Gamers,overall good for normal usage,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1295,Genuine product !,Totally worth it!,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1296,Good one,Good one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1297,Nice,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1298,Nice...,Value for money..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1299,Excellent,Excellent product. Kudos to Dell. Easy to hold. Ergonomic.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1300,Good,The media could not be loaded.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1301,Right click not working a day purchased from for delll aswell as lenovo thinkpad aswell,Right click not working from day of purchase,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1302,Good,Good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1303,Value for money,Worth and comfortable to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1304,Perfectly adequate for the task,It's okay for the price.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1305,Good,Easy to use...Best at this price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1306,Good product,"Highly usable, economic",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1307,Working as expected,Working good so far.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1308,"Good for daily use , cheap to buy and quality product","Perfect , chota bomb",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1309,Duplicate product,The media could not be loaded.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1310,Good for mechanical design software.,Using this mouse to work on catia & other designing software. Easy to operate & ergonomically good.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1311,Nice product,good quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1312,Owsome,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1313,Nice one,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1314,Good product from Dell,Good product. Sometimes lags a bit but it's ok.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1315,Perfect hold,less in price and durable,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1316,Good,Good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1317,Nice but delicate. Use carefully,"Nice product, a bit delicate though",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1318,Perferct,Very nice and perfect mouse for daily use😊,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1319,"Only for 3months, after it will start malfunctioning",Left click is malfunctioning after 3 months. Not good product from Dell.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1320,Nice,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1321,nice,nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1322,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1323,good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1324,Good product for office use,Very good product for office usage. Robust product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1325,"It works great, it's going very well","It works great, it's going very well",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1326,Value for the money,Worth for the money,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1327,Nice Product,Very useful Product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1328,It great,"The media could not be loaded.
                




   It good working fine",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1329,For working purpose within the budget I feel this is perfect pick,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1330,Comfor,Comfortable for WFh,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1331,quality product,worth buying,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1332,Very Light in weight,Very light in weight. Don't recommend for laptop we only can use upto tablet size.,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1333,Good value for money.,Easy to hold not too big not too small.The click sound is not annoying.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1334,Good product for price,Easy to hold and handle.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1335,Scrolling button not working properly.. #notgoodtobuy,Scrolling button not working properly.. #notgoodtobuy,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1336,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1337,Good product,I have used in AutoCAD very nice smooth working.,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1338,Amazing working.,I am working on my laptop.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1339,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1340,Good product,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1341,works perfectly,it just a little harder to click but you'll get used to it,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1342,Only dell,Best Dell ever,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1343,"Good product, works well","Good product, works well",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1344,Perfect product,Very comfortable,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1345,Nice one,It's very nicely usable..,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1346,Good mouse in this price range,This is very good mouse. Medium in size. Fits properly in hands. Good design. Durable. Gives feeling of good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1347,Great Product,Great product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1348,Judge as per my rating,Read title,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1349,Worth a price.,"Good mouse with grip and control, flexible  movement.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1350,"My Amazon, Always Trustworthy",Awesome 👍,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1351,Great product,Works well!! Good product. Genuine product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1352,Nice,Gud,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1353,Good one,Using for a long time. No issues.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1354,Good,Very easy to work,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1355,Waste product not even work for 1 week,Don't buy,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1356,Good,Perfect !,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1357,Easy to use,Good item,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1358,good product,good one,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1359,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1360,Totally worth it!,Quality product worth the moneyResponse is good and grip is good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1361,great mouse in very low price,it works fine...very smooth...works on almost any surface.....you dont need mouse-pad for it....,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1362,Best Mouse In This Price range,Hi this is  Almost best mouse in this price range. It all good only it's a little bulky to hold in hand other than that it is grate product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
